Month,Year,Country,AvgTemperature
1,1996,Indonesia,62.83870967741935
1,1996,Ireland,43.148387096774194
1,1996,Israel,-99.0
1,1996,Italy,43.77903225806452
1,1996,Ivory Coast,80.75483870967743
1,1996,Japan,34.63010752688172
1,1996,Jordan,46.63225806451613
1,1996,Kazakhstan,14.580645161290322
1,1996,Kenya,44.487096774193546
1,1996,Kuwait,56.83870967741935
1,1996,Laos,75.69999999999999
1,1996,Latvia,20.161290322580644
1,1996,Lebanon,56.148387096774194
1,1996,Macedonia,36.66129032258065
1,1996,Madagascar,70.02580645161291
1,1996,Malawi,-99.0
1,1996,Malaysia,80.16451612903225
1,1996,Mauritania,72.33870967741936
1,1996,Mexico,25.464516129032255
1,1996,Mongolia,-6.519354838709678
1,1996,Morocco,58.019354838709674
1,1996,Mozambique,28.306451612903224
1,1996,Myanmar (Burma),76.79032258064517
1,1996,Namibia,73.4
1,1996,Nepal,23.94516129032258
1,1996,New Zealand,68.40645161290323
1,1996,Nicaragua,62.07096774193548
1,1996,Nigeria,78.6774193548387
1,1996,North Korea,22.393548387096775
1,1996,Norway,17.503225806451614
1,1996,Oman,-99.0
1,1996,Pakistan,57.108064516129026
1,1996,Panama,78.7290322580645
1,1996,Peru,71.65483870967742
1,1996,Philippines,77.81612903225808
1,1996,Poland,21.467741935483872
1,1996,Portugal,54.777419354838706
1,1996,Qatar,64.08387096774193
1,1996,Romania,26.293548387096774
1,1996,Russia,22.048387096774192
1,1996,Saudi Arabia,59.141935483870974
1,1996,Senegal,70.25483870967743
1,1996,Serbia-Montenegro,32.174193548387095
1,1996,Sierra Leone,52.79354838709677
1,1996,Singapore,79.14838709677419
1,1996,Slovakia,26.883870967741935
1,1996,South Africa,70.43548387096774
1,1996,South Korea,25.438709677419357
1,1996,Spain,51.318279569892475
1,1996,Sri Lanka,56.690322580645166
1,1996,Suriname,78.21935483870968
1,1996,Sweden,24.93548387096774
1,1996,Switzerland,33.56236559139785
1,1996,Syria,44.62903225806452
1,1996,Taiwan,61.53225806451613
1,1996,Tajikistan,-99.0
1,1996,Tanzania,65.86451612903225
1,1996,Thailand,78.83548387096775
1,1996,The Netherlands,31.4741935483871
1,1996,Togo,76.45806451612903
1,1996,Tunisia,56.12903225806452
1,1996,Turkey,36.10645161290322
1,1996,Turkmenistan,33.97741935483871
1,1996,US,33.45975806451613
1,1996,Uganda,38.57741935483871
1,1996,Ukraine,14.46774193548387
1,1996,United Arab Emirates,66.57741935483871
1,1996,United Kingdom,43.53709677419355
1,1996,Uruguay,70.25483870967743
1,1996,Uzbekistan,31.816129032258065
1,1996,Venezuela,78.72258064516129
1,1996,Vietnam,61.141935483870974
1,1996,Yugoslavia,31.174193548387095
1,1996,Zambia,52.377419354838715
1,1997,Albania,-99.0
1,1997,Algeria,55.71935483870968
1,1997,Argentina,77.69354838709677
1,1997,Australia,71.08129032258064
1,1997,Austria,26.970967741935485
1,1997,Bahamas,69.19677419354838
1,1997,Bahrain,63.75806451612903
1,1997,Bangladesh,-9.893548387096775
1,1997,Barbados,78.80322580645162
1,1997,Belarus,22.206451612903226
1,1997,Belgium,30.57741935483871
1,1997,Belize,76.8225806451613
1,1997,Benin,81.85483870967742
1,1997,Bermuda,63.89032258064516
1,1997,Bolivia,46.309677419354834
1,1997,Brazil,74.41397849462365
1,1997,Bulgaria,31.55806451612903
1,1997,Burundi,-17.567741935483873
1,1997,Canada,12.231935483870968
1,1997,Central African Republic,-1.9774193548387091
1,1997,China,35.02258064516129
1,1997,Colombia,55.438709677419354
1,1997,Congo,21.496774193548386
1,1997,Costa Rica,71.45806451612903
1,1997,Croatia,30.14516129032258
1,1997,Cuba,32.73225806451613
1,1997,Cyprus,51.900000000000006
1,1997,Czech Republic,23.30322580645161
1,1997,Denmark,27.896774193548385
1,1997,Dominican Republic,75.33225806451614
1,1997,Egypt,58.81290322580645
1,1997,Equador,67.0516129032258
1,1997,Ethiopia,15.474193548387097
1,1997,Finland,24.616129032258065
1,1997,France,37.71935483870968
1,1997,Gabon,80.7290322580645
1,1997,Gambia,75.59677419354838
1,1997,Georgia,37.432258064516134
1,1997,Germany,-22.26774193548387
1,1997,Greece,51.99032258064516
1,1997,Guatemala,64.21612903225807
1,1997,Guinea,82.45161290322581
1,1997,Guinea-Bissau,-5.887096774193548
1,1997,Guyana,-34.81935483870968
1,1997,Haiti,-4.9806451612903215
1,1997,Honduras,67.2290322580645
1,1997,Hong Kong,63.28064516129032
1,1997,Hungary,27.838709677419356
1,1997,Iceland,33.89677419354839
1,1997,India,67.19112903225808
1,1997,Indonesia,62.190322580645166
1,1997,Ireland,40.096774193548384
1,1997,Israel,57.66129032258065
1,1997,Italy,42.45322580645161
1,1997,Ivory Coast,80.48387096774194
1,1997,Japan,35.91290322580645
1,1997,Jordan,48.16451612903226
1,1997,Kazakhstan,25.238709677419354
1,1997,Kenya,69.31935483870969
1,1997,Kuwait,57.79032258064516
1,1997,Laos,74.69032258064516
1,1997,Latvia,27.95483870967742
1,1997,Lebanon,58.15161290322581
1,1997,Macedonia,37.277419354838706
1,1997,Madagascar,64.81612903225806
1,1997,Malawi,-66.09354838709677
1,1997,Malaysia,81.02258064516128
1,1997,Mauritania,21.874193548387098
1,1997,Mexico,16.929032258064517
1,1997,Mongolia,-3.170967741935484
1,1997,Morocco,56.619354838709675
1,1997,Mozambique,80.2290322580645
1,1997,Myanmar (Burma),64.1741935483871
1,1997,Namibia,71.61935483870967
1,1997,Nepal,35.487096774193546
1,1997,New Zealand,64.98387096774194
1,1997,Nicaragua,78.71290322580644
1,1997,Nigeria,79.72258064516129
1,1997,North Korea,18.258064516129032
1,1997,Norway,20.05483870967742
1,1997,Oman,-99.0
1,1997,Pakistan,56.80483870967742
1,1997,Panama,78.7741935483871
1,1997,Peru,72.2290322580645
1,1997,Philippines,77.81290322580645
1,1997,Poland,24.03548387096774
1,1997,Portugal,52.722580645161294
1,1997,Qatar,64.90645161290323
1,1997,Romania,26.08709677419355
1,1997,Russia,25.388709677419353
1,1997,Saudi Arabia,59.538709677419355
1,1997,Senegal,71.20967741935483
1,1997,Serbia-Montenegro,33.119354838709675
1,1997,Sierra Leone,-46.13225806451613
1,1997,Singapore,80.83225806451614
1,1997,Slovakia,27.41290322580645
1,1997,South Africa,68.81935483870969
1,1997,South Korea,22.996774193548386
1,1997,Spain,47.59569892473118
1,1997,Sri Lanka,56.99354838709677
1,1997,Suriname,26.09032258064516
1,1997,Sweden,27.674193548387095
1,1997,Switzerland,30.653763440860217
1,1997,Syria,44.148387096774194
1,1997,Taiwan,60.903225806451616
1,1997,Tajikistan,-42.71290322580645
1,1997,Tanzania,83.09354838709677
1,1997,Thailand,81.38387096774194
1,1997,The Netherlands,30.248387096774195
1,1997,Togo,-5.829032258064516
1,1997,Tunisia,55.39032258064516
1,1997,Turkey,38.167741935483875
1,1997,Turkmenistan,40.68064516129032
1,1997,US,33.84872983870968
1,1997,Uganda,17.603225806451615
1,1997,Ukraine,21.751612903225805
1,1997,United Arab Emirates,64.89838709677419
1,1997,United Kingdom,41.377419354838715
1,1997,Uruguay,73.80967741935484
1,1997,Uzbekistan,38.84838709677419
1,1997,Venezuela,77.92258064516129
1,1997,Vietnam,64.44516129032257
1,1997,Yugoslavia,31.43548387096774
1,1997,Zambia,73.66451612903225
1,1998,Albania,-99.0
1,1998,Algeria,53.59032258064516
1,1998,Argentina,71.63548387096773
1,1998,Australia,72.93290322580646
1,1998,Austria,34.983870967741936
1,1998,Bahamas,44.47096774193548
1,1998,Bahrain,61.145161290322584
1,1998,Bangladesh,-68.18064516129031
1,1998,Barbados,79.88709677419355
1,1998,Belarus,28.967741935483872
1,1998,Belgium,40.270967741935486
1,1998,Belize,77.79354838709678
1,1998,Benin,75.09032258064516
1,1998,Bermuda,65.93870967741935
1,1998,Bolivia,50.41612903225807
1,1998,Brazil,54.91182795698925
1,1998,Bulgaria,33.306451612903224
1,1998,Burundi,-93.08387096774193
1,1998,Canada,16.53774193548387
1,1998,Central African Republic,8.558064516129033
1,1998,China,35.26064516129032
1,1998,Colombia,56.65483870967742
1,1998,Congo,-99.0
1,1998,Costa Rica,74.73870967741935
1,1998,Croatia,38.20645161290323
1,1998,Cuba,71.26451612903226
1,1998,Cyprus,-22.493548387096773
1,1998,Czech Republic,32.66451612903226
1,1998,Denmark,35.54516129032258
1,1998,Dominican Republic,77.56451612903226
1,1998,Egypt,58.251612903225805
1,1998,Equador,70.85967741935484
1,1998,Ethiopia,62.57419354838709
1,1998,Finland,28.90967741935484
1,1998,France,43.998387096774195
1,1998,Gabon,82.1032258064516
1,1998,Gambia,52.89032258064516
1,1998,Georgia,35.61612903225806
1,1998,Germany,-28.548387096774192
1,1998,Greece,50.73870967741936
1,1998,Guatemala,18.451612903225808
1,1998,Guinea,-99.0
1,1998,Guinea-Bissau,-11.970967741935485
1,1998,Guyana,-93.1258064516129
1,1998,Haiti,-99.0
1,1998,Honduras,54.41935483870968
1,1998,Hong Kong,63.09032258064516
1,1998,Hungary,36.303225806451614
1,1998,Iceland,33.10645161290322
1,1998,India,68.51048387096773
1,1998,Indonesia,-10.716129032258063
1,1998,Ireland,42.377419354838715
1,1998,Israel,57.406451612903226
1,1998,Italy,42.277419354838706
1,1998,Ivory Coast,81.14516129032258
1,1998,Japan,32.73548387096774
1,1998,Jordan,45.932258064516134
1,1998,Kazakhstan,18.56451612903226
1,1998,Kenya,61.17741935483871
1,1998,Kuwait,54.141935483870974
1,1998,Kyrgyzstan,23.364516129032257
1,1998,Laos,77.59032258064516
1,1998,Latvia,33.932258064516134
1,1998,Lebanon,56.36774193548387
1,1998,Macedonia,36.935483870967744
1,1998,Madagascar,70.69677419354838
1,1998,Malawi,27.629032258064516
1,1998,Malaysia,82.96451612903226
1,1998,Mauritania,72.28709677419356
1,1998,Mexico,8.383870967741936
1,1998,Mongolia,-11.922580645161291
1,1998,Morocco,54.81935483870968
1,1998,Mozambique,74.45483870967742
1,1998,Myanmar (Burma),45.487096774193546
1,1998,Namibia,75.19032258064516
1,1998,Nepal,26.716129032258067
1,1998,New Zealand,67.50967741935484
1,1998,Nicaragua,82.47741935483872
1,1998,Nigeria,75.76129032258065
1,1998,North Korea,19.203225806451613
1,1998,Norway,27.13225806451613
1,1998,Oman,-99.0
1,1998,Pakistan,58.346774193548384
1,1998,Panama,83.84193548387097
1,1998,Peru,79.20322580645161
1,1998,Philippines,80.36774193548388
1,1998,Poland,32.49677419354838
1,1998,Portugal,54.60322580645161
1,1998,Qatar,61.89677419354839
1,1998,Romania,31.55806451612903
1,1998,Russia,21.63064516129032
1,1998,Saudi Arabia,56.22741935483871
1,1998,Senegal,73.47741935483872
1,1998,Serbia-Montenegro,33.725806451612904
1,1998,Sierra Leone,-99.0
1,1998,Singapore,82.5516129032258
1,1998,Slovakia,36.23225806451613
1,1998,South Africa,68.69999999999999
1,1998,South Korea,27.793548387096774
1,1998,Spain,48.891397849462365
1,1998,Sri Lanka,35.10322580645161
1,1998,Suriname,72.48709677419355
1,1998,Sweden,28.719354838709677
1,1998,Switzerland,35.67204301075269
1,1998,Syria,43.5
1,1998,Taiwan,61.13548387096775
1,1998,Tajikistan,-10.119354838709679
1,1998,Tanzania,0.012903225806452255
1,1998,Thailand,83.00967741935484
1,1998,The Netherlands,41.122580645161285
1,1998,Togo,51.438709677419354
1,1998,Tunisia,53.619354838709675
1,1998,Turkey,37.972580645161294
1,1998,Turkmenistan,35.622580645161285
1,1998,US,38.74447580645161
1,1998,Uganda,56.63870967741936
1,1998,Ukraine,30.293548387096774
1,1998,United Arab Emirates,66.26290322580645
1,1998,United Kingdom,42.86612903225806
1,1998,Uruguay,68.47741935483872
1,1998,Uzbekistan,34.63548387096775
1,1998,Venezuela,79.2741935483871
1,1998,Vietnam,64.45806451612903
1,1998,Yugoslavia,38.04838709677419
1,1998,Zambia,40.92903225806452
1,1999,Albania,-5.219354838709678
1,1999,Algeria,47.400000000000006
1,1999,Argentina,65.96774193548387
1,1999,Australia,68.07612903225807
1,1999,Austria,27.82903225806452
1,1999,Bahamas,67.79677419354839
1,1999,Bahrain,60.96774193548387
1,1999,Bangladesh,1.900000000000001
1,1999,Barbados,72.81290322580645
1,1999,Belarus,22.46451612903226
1,1999,Belgium,38.02903225806452
1,1999,Belize,59.20322580645161
1,1999,Benin,76.78064516129032
1,1999,Bermuda,62.66129032258065
1,1999,Bolivia,42.49354838709677
1,1999,Brazil,71.03548387096774
1,1999,Bulgaria,25.89032258064516
1,1999,Burundi,-99.0
1,1999,Canada,12.178387096774195
1,1999,Central African Republic,54.31612903225806
1,1999,China,34.94838709677419
1,1999,Colombia,46.57419354838709
1,1999,Congo,67.93548387096774
1,1999,Costa Rica,66.71612903225805
1,1999,Croatia,29.216129032258067
1,1999,Cuba,54.487096774193546
1,1999,Cyprus,9.164516129032258
1,1999,Czech Republic,28.5258064516129
1,1999,Denmark,31.05806451612903
1,1999,Dominican Republic,70.35483870967742
1,1999,Egypt,53.28064516129032
1,1999,Equador,40.983870967741936
1,1999,Ethiopia,15.583870967741936
1,1999,Finland,18.23548387096774
1,1999,France,40.791935483870965
1,1999,Gabon,57.74516129032258
1,1999,Gambia,57.60322580645161
1,1999,Georgia,35.0516129032258
1,1999,Germany,-16.546774193548387
1,1999,Greece,46.274193548387096
1,1999,Guatemala,58.29677419354839
1,1999,Guinea,63.86129032258064
1,1999,Guinea-Bissau,-99.0
1,1999,Guyana,57.851612903225806
1,1999,Haiti,-99.0
1,1999,Honduras,62.093548387096774
1,1999,Hong Kong,57.55806451612903
1,1999,Hungary,26.22258064516129
1,1999,Iceland,27.758064516129032
1,1999,India,62.670967741935485
1,1999,Indonesia,-29.60322580645161
1,1999,Ireland,37.33548387096774
1,1999,Israel,23.051612903225806
1,1999,Italy,37.39032258064516
1,1999,Ivory Coast,75.47096774193548
1,1999,Japan,30.89354838709677
1,1999,Jordan,44.119354838709675
1,1999,Kazakhstan,17.60967741935484
1,1999,Kenya,-66.39032258064516
1,1999,Kuwait,53.02903225806452
1,1999,Kyrgyzstan,14.338709677419354
1,1999,Laos,70.13548387096773
1,1999,Latvia,25.22258064516129
1,1999,Lebanon,53.75806451612903
1,1999,Macedonia,27.21935483870968
1,1999,Madagascar,63.88709677419355
1,1999,Malawi,65.1258064516129
1,1999,Malaysia,74.47741935483872
1,1999,Mauritania,61.84838709677419
1,1999,Mexico,4.401075268817205
1,1999,Mongolia,-12.51290322580645
1,1999,Morocco,47.28064516129032
1,1999,Mozambique,63.2
1,1999,Myanmar (Burma),-5.84516129032258
1,1999,Namibia,71.33225806451614
1,1999,Nepal,-65.00645161290323
1,1999,New Zealand,64.91290322580645
1,1999,Nicaragua,74.3225806451613
1,1999,Nigeria,59.480645161290326
1,1999,North Korea,21.583870967741937
1,1999,Norway,21.351612903225806
1,1999,Oman,-99.0
1,1999,Pakistan,51.29032258064516
1,1999,Panama,75.48064516129033
1,1999,Peru,66.03225806451613
1,1999,Philippines,74.27741935483871
1,1999,Poland,27.641935483870967
1,1999,Portugal,47.483870967741936
1,1999,Qatar,62.02258064516129
1,1999,Romania,27.693548387096776
1,1999,Russia,23.551612903225806
1,1999,Saudi Arabia,55.34516129032258
1,1999,Senegal,61.770967741935486
1,1999,Serbia-Montenegro,24.932258064516127
1,1999,Sierra Leone,-99.0
1,1999,Singapore,74.3258064516129
1,1999,Slovakia,27.09032258064516
1,1999,South Africa,64.78387096774193
1,1999,South Korea,24.016129032258064
1,1999,Spain,41.950537634408605
1,1999,Sri Lanka,-7.358064516129031
1,1999,Suriname,31.703225806451613
1,1999,Sweden,24.761290322580646
1,1999,Switzerland,30.60322580645161
1,1999,Syria,40.3
1,1999,Taiwan,36.190322580645166
1,1999,Tajikistan,-81.69354838709677
1,1999,Tanzania,70.99032258064516
1,1999,Thailand,74.52258064516128
1,1999,The Netherlands,37.57096774193548
1,1999,Togo,75.93548387096774
1,1999,Tunisia,48.89354838709678
1,1999,Turkey,34.69193548387097
1,1999,Turkmenistan,35.65806451612904
1,1999,US,32.77439516129032
1,1999,Uganda,-54.37419354838709
1,1999,Ukraine,23.661290322580644
1,1999,United Arab Emirates,62.62903225806452
1,1999,United Kingdom,38.34193548387096
1,1999,Uruguay,62.88709677419355
1,1999,Uzbekistan,31.635483870967743
1,1999,Venezuela,70.6032258064516
1,1999,Vietnam,60.09032258064516
1,1999,Yugoslavia,29.274193548387096
1,1999,Zambia,-5.564516129032258
1,2000,Albania,30.861290322580643
1,2000,Algeria,47.23548387096774
1,2000,Argentina,77.64193548387097
1,2000,Australia,69.76322580645162
1,2000,Austria,29.687096774193545
1,2000,Bahamas,70.23548387096774
1,2000,Bahrain,64.41935483870968
1,2000,Bangladesh,-51.3258064516129
1,2000,Barbados,77.84516129032258
1,2000,Belarus,24.97741935483871
1,2000,Belgium,39.877419354838715
1,2000,Belize,75.34516129032258
1,2000,Benin,82.71290322580644
1,2000,Bermuda,63.358064516129026
1,2000,Bolivia,46.46451612903226
1,2000,Brazil,75.32150537634408
1,2000,Bulgaria,22.73548387096774
1,2000,Burundi,-99.0
1,2000,Canada,15.36516129032258
1,2000,Central African Republic,22.27741935483871
1,2000,China,32.949677419354835
1,2000,Colombia,53.9741935483871
1,2000,Congo,55.5258064516129
1,2000,Costa Rica,71.65806451612903
1,2000,Croatia,29.177419354838708
1,2000,Cuba,67.8483870967742
1,2000,Cyprus,-99.0
1,2000,Czech Republic,29.87741935483871
1,2000,Denmark,35.809677419354834
1,2000,Dominican Republic,74.54838709677419
1,2000,Egypt,55.983870967741936
1,2000,Equador,62.73870967741936
1,2000,Ethiopia,-15.458064516129031
1,2000,Finland,27.125806451612902
1,2000,France,40.82258064516129
1,2000,Gabon,80.27741935483871
1,2000,Gambia,64.5516129032258
1,2000,Georgia,34.04516129032258
1,2000,Germany,-24.351612903225806
1,2000,Greece,46.099999999999994
1,2000,Guatemala,56.803225806451614
1,2000,Guinea,0.5677419354838703
1,2000,Guinea-Bissau,-99.0
1,2000,Guyana,34.099999999999994
1,2000,Haiti,6.009677419354839
1,2000,Honduras,66.71612903225805
1,2000,Hong Kong,62.55806451612903
1,2000,Hungary,28.887096774193548
1,2000,Iceland,32.983870967741936
1,2000,India,70.16774193548386
1,2000,Indonesia,-12.53225806451613
1,2000,Ireland,41.406451612903226
1,2000,Israel,51.20967741935484
1,2000,Italy,39.0
1,2000,Ivory Coast,74.66774193548386
1,2000,Japan,36.34193548387097
1,2000,Jordan,44.78709677419354
1,2000,Kazakhstan,22.329032258064515
1,2000,Kenya,-83.22258064516129
1,2000,Kuwait,56.041935483870965
1,2000,Kyrgyzstan,30.970967741935485
1,2000,Laos,75.57741935483871
1,2000,Latvia,30.69677419354839
1,2000,Lebanon,55.2
1,2000,Macedonia,24.11935483870968
1,2000,Madagascar,-0.21290322580645188
1,2000,Malawi,59.696774193548386
1,2000,Malaysia,69.00967741935484
1,2000,Mauritania,70.61935483870967
1,2000,Mexico,53.982795698924726
1,2000,Mongolia,-12.593548387096773
1,2000,Morocco,51.97096774193548
1,2000,Mozambique,72.44516129032259
1,2000,Myanmar (Burma),78.0
1,2000,Namibia,71.47419354838709
1,2000,Nepal,31.674193548387095
1,2000,New Zealand,66.20645161290322
1,2000,Nicaragua,78.70967741935483
1,2000,Nigeria,52.762903225806454
1,2000,North Korea,20.9
1,2000,Norway,28.070967741935487
1,2000,Oman,-99.0
1,2000,Pakistan,-37.28387096774193
1,2000,Panama,80.76451612903226
1,2000,Peru,71.29032258064517
1,2000,Philippines,79.5741935483871
1,2000,Poland,29.541935483870965
1,2000,Portugal,48.222580645161294
1,2000,Qatar,65.30967741935484
1,2000,Romania,23.177419354838708
1,2000,Russia,24.201612903225808
1,2000,Saudi Arabia,59.16935483870968
1,2000,Senegal,69.28387096774195
1,2000,Serbia-Montenegro,20.37741935483871
1,2000,Sierra Leone,-99.0
1,2000,Singapore,79.55806451612904
1,2000,Slovakia,29.041935483870965
1,2000,South Africa,70.68064516129031
1,2000,South Korea,25.806451612903224
1,2000,Spain,42.54838709677419
1,2000,Sri Lanka,-53.07741935483871
1,2000,Suriname,-99.0
1,2000,Sweden,30.37741935483871
1,2000,Switzerland,32.274193548387096
1,2000,Syria,41.84193548387096
1,2000,Taiwan,62.961290322580645
1,2000,Tajikistan,-44.86451612903225
1,2000,Tanzania,80.94193548387096
1,2000,Thailand,81.3741935483871
1,2000,The Netherlands,40.803225806451614
1,2000,Togo,70.52903225806452
1,2000,Tunisia,50.87419354838709
1,2000,Turkey,30.020967741935483
1,2000,Turkmenistan,37.65806451612904
1,2000,US,35.993891129032264
1,2000,Uganda,-21.951612903225808
1,2000,Ukraine,24.75483870967742
1,2000,United Arab Emirates,68.7709677419355
1,2000,United Kingdom,40.05806451612903
1,2000,Uruguay,72.35806451612903
1,2000,Uzbekistan,39.13870967741936
1,2000,Venezuela,76.78064516129032
1,2000,Vietnam,64.79354838709678
1,2000,Yugoslavia,28.68064516129032
1,2000,Zambia,8.248387096774193
1,2001,Albania,47.05483870967742
1,2001,Algeria,52.851612903225806
1,2001,Argentina,76.03548387096774
1,2001,Australia,73.76193548387097
1,2001,Austria,32.535483870967745
1,2001,Bahamas,68.06129032258065
1,2001,Bahrain,62.222580645161294
1,2001,Bangladesh,43.90967741935484
1,2001,Barbados,78.14193548387097
1,2001,Belarus,27.451612903225808
1,2001,Belgium,38.32258064516129
